latitude,longitude,disc_clean_date,Temp_pre_15,Temp_pre_7,Wind_pre_15,Wind_pre_7,Hum_pre_15,Hum_pre_7,Prec_pre_15,Prec_pre_7,Temp,Wind,Hum,Prec
40.343056,-123.383056,2023-9-20,18.0,18.4,8.1,3.4,61.0,49.0,0.0,0.0,14.2,11.2,45.0,0.0
40.343056,-123.383056,2023-9-21,19.0,23.0,8.7,4.0,53.0,33.0,0.0,0.0,11.9,6.5,41.0,0.0
40.343056,-123.383056,2023-9-22,17.3,22.8,7.4,6.9,54.0,30.0,0.0,0.0,12.9,5.1,44.0,0.0
40.343056,-123.383056,2023-9-23,17.2,21.3,4.3,4.9,53.0,36.0,0.0,0.01,12.5,10.5,50.0,0.0
40.343056,-123.383056,2023-9-24,17.9,19.6,4.9,6.9,48.0,51.0,0.0,0.0,12.2,8.3,55.0,0.0
40.343056,-123.383056,2023-9-25,16.5,17.9,8.3,7.2,51.0,62.0,0.0,0.0,12.0,11.9,72.0,1.01
40.343056,-123.383056,2023-9-26,15.9,19.1,7.8,8.3,53.0,62.0,0.0,0.0,10.8,8.7,76.0,0.02
40.343056,-123.383056,2023-9-27,15.7,14.2,9.8,11.2,66.0,45.0,0.0,0.0,10.6,5.6,73.0,0.01
40.343056,-123.383056,2023-9-28,18.4,11.9,3.4,6.5,49.0,41.0,0.0,0.0,12.2,7.8,64.0,0.0
40.343056,-123.383056,2023-9-29,23.0,12.9,4.0,5.1,33.0,44.0,0.0,0.0,11.2,6.3,78.0,0.0
40.343056,-123.383056,2023-9-30,22.8,12.5,6.9,10.5,30.0,50.0,0.0,0.0,10.9,3.4,79.0,0.07
40.343056,-123.383056,2023-10-1,21.3,12.2,4.9,8.3,36.0,55.0,0.01,0.0,11.4,2.5,57.0,0.0
40.343056,-123.383056,2023-10-2,19.6,12.0,6.9,11.9,51.0,72.0,0.0,1.01,12.6,6.3,46.0,0.0
40.343056,-123.383056,2023-10-3,17.9,10.8,7.2,8.7,62.0,76.0,0.0,0.02,14.4,3.4,60.0,0.0
40.343056,-123.383056,2023-10-4,19.1,10.6,8.3,5.6,62.0,73.0,0.0,0.01,17.1,4.3,44.0,0.0
40.343056,-123.383056,2023-10-5,14.2,12.2,11.2,7.8,45.0,64.0,0.0,0.0,18.7,4.5,32.0,0.0
40.343056,-123.383056,2023-10-6,11.9,11.2,6.5,6.3,41.0,78.0,0.0,0.0,19.5,4.3,34.0,0.0
40.343056,-123.383056,2023-10-7,12.9,10.9,5.1,3.4,44.0,79.0,0.0,0.07,19.8,6.5,41.0,0.0
