country_id,latitude,longitude,path,row,scan,track,acq_date,acq_time,satellite,confidence,daynight
USA,36.234148,-83.379538,018,035,849,3169,2023-09-29,1605,L8,H,D
USA,36.234418,-83.379546,018,035,849,3168,2023-09-29,1605,L8,H,D
USA,36.279392,-82.572673,018,035,3269,3051,2023-09-29,1605,L8,H,D
USA,36.305864,-81.963749,018,035,5093,2977,2023-09-29,1605,L8,M,D
USA,36.360388,-82.186109,018,035,4430,2768,2023-09-29,1605,L8,H,D
USA,36.456464,-82.258544,018,035,4218,2410,2023-09-29,1605,L8,H,D
USA,36.456735,-82.258548,018,035,4218,2409,2023-09-29,1605,L8,L,D
USA,36.510748,-81.796091,018,035,5601,2224,2023-09-29,1605,L8,H,D
USA,36.510751,-81.795756,018,035,5602,2224,2023-09-29,1605,L8,H,D
USA,36.575248,-81.388013,018,035,6820,1993,2023-09-29,1605,L8,L,D
USA,36.575519,-81.388014,018,034,5500,7262,2023-09-29,1605,L8,L,D
USA,36.575519,-81.388014,018,035,6820,1992,2023-09-29,1605,L8,L,D
USA,36.613012,-82.235925,018,035,4293,1832,2023-09-29,1605,L8,H,D
USA,36.652093,-83.156436,018,035,1552,1639,2023-09-29,1605,L8,L,D
USA,36.652099,-83.1561,018,035,1553,1639,2023-09-29,1605,L8,L,D
USA,36.652375,-83.155773,018,035,1554,1638,2023-09-29,1605,L8,H,D
USA,36.652646,-83.15578,018,035,1554,1637,2023-09-29,1605,L8,H,D
USA,36.652652,-83.155445,018,035,1555,1637,2023-09-29,1605,L8,H,D
USA,36.689176,-83.213204,018,035,1386,1498,2023-09-29,1605,L8,H,D
USA,36.725094,-81.991471,018,035,5026,1426,2023-09-29,1605,L8,L,D
USA,36.725094,-81.991471,018,034,3706,6696,2023-09-29,1605,L8,L,D
USA,36.725097,-81.991135,018,035,5027,1426,2023-09-29,1605,L8,H,D
USA,36.725097,-81.991135,018,034,3707,6696,2023-09-29,1605,L8,H,D
USA,36.808577,-81.742999,018,034,4448,6394,2023-09-29,1605,L8,H,D
USA,36.808577,-81.742999,018,035,5768,1124,2023-09-29,1605,L8,H,D
USA,36.937513,-82.039358,018,034,3572,5909,2023-09-29,1605,L8,H,D
USA,36.937783,-82.039361,018,034,3572,5908,2023-09-29,1605,L8,H,D
USA,37.233325,-82.042052,018,034,3576,4815,2023-09-29,1605,L8,H,D
USA,37.233328,-82.041714,018,034,3577,4815,2023-09-29,1605,L8,H,D
USA,37.234139,-82.041725,018,034,3577,4812,2023-09-29,1605,L8,H,D
USA,37.234148,-82.040711,018,034,3580,4812,2023-09-29,1605,L8,H,D
USA,37.234421,-82.040376,018,034,3581,4811,2023-09-29,1605,L8,H,D
USA,37.506411,-82.074687,018,034,3491,3804,2023-09-29,1605,L8,H,D
USA,37.563071,-81.780659,018,034,4359,3603,2023-09-29,1605,L8,H,D
USA,37.608166,-81.336893,018,034,5666,3444,2023-09-29,1605,L8,H,D
USA,37.608436,-81.336894,018,034,5666,3443,2023-09-29,1605,L8,H,D
USA,37.608437,-81.336554,018,034,5667,3443,2023-09-29,1605,L8,H,D
USA,37.608707,-81.336895,018,034,5666,3442,2023-09-29,1605,L8,M,D
USA,37.610057,-81.337581,018,034,5664,3437,2023-09-29,1605,L8,H,D
USA,37.610058,-81.337241,018,034,5665,3437,2023-09-29,1605,L8,H,D
USA,37.610327,-81.337582,018,034,5664,3436,2023-09-29,1605,L8,H,D
